Address,BlockNumber,StreetName,Lon,Lat
1500 SHORT 18TH ST Charlottesville VA,1500,SHORT 18TH ST,-78.46126053227604,38.025756255847995
1600 ROSE HILL DR Charlottesville VA,1600,ROSE HILL DR,-78.48345141258635,38.049349921395326
0 SNL PLAZA Charlottesville VA,0,SNL PLAZA,-78.47616699999999,38.030565
800 VALLEY VIEW CIR Charlottesville VA,800,VALLEY VIEW CIR,-78.46562399999999,38.034094
1400 CARLTON AVE Charlottesville VA,1400,CARLTON AVE,-78.46732540338022,38.02156755121018
100 COURT SQ Charlottesville VA,100,COURT SQ,-78.4773149,38.030962
100 SLATE PLACE Charlottesville VA,100,SLATE PLACE,-78.4975475,38.0154041
1500 GREEN ST Charlottesville VA,1500,GREEN ST,-78.48077592054346,38.01656972456246
1500 E HIGH STREET Charlottesville VA,1500,E HIGH STREET,-78.4627209,38.0328159
600 DRUID AVE Charlottesville VA,600,DRUID AVE,-78.4840758,38.0204197
200 RIDGE MCINTIRE Charlottesville VA,200,RIDGE MCINTIRE,-78.48493232628593,38.031737490893875
1200 EMMET ST Charlottesville VA,1200,EMMET ST,-78.49930203092767,38.053193894230155
1100 RIVER CT Charlottesville VA,1100,RIVER CT,-78.45650075283507,38.04206780398914
700 DELEVAN ST Charlottesville VA,700,DELEVAN ST,-78.49047047076625,38.03021174558776
1100 SEMINOLE TRAIL Charlottesville VA,1100,SEMINOLE TRAIL,-78.48801458482937,38.06529796762708
700 12TH ST NW Charlottesville VA,700,12TH ST NW,-78.493918,38.0403928
1600 RICKY RD Charlottesville VA,1600,RICKY RD,-78.5020696,38.0604472
6500 250 BYPASS Charlottesville VA,6500,250 BYPASS,-78.46987759999999,38.0392796
1000 GLENDALE RD Charlottesville VA,1000,GLENDALE RD,-78.4662004885647,38.042372376251855
200 OAK ST Charlottesville VA,200,OAK ST,-78.48536110815452,38.02714494903324
1200 BELLVIEW RD Charlottesville VA,1200,BELLVIEW RD,-78.4622103,38.0388926
300 18TH ST NE Charlottesville VA,300,18TH ST NE,-78.46132560000001,38.025247
200 MONTAVISTA AVE Charlottesville VA,200,MONTAVISTA AVE,-78.51379659999999,38.0162679
2500 HILLWOOD PL Charlottesville VA,2500,HILLWOOD PL,-78.47233070518166,38.0663924072073
400 9TH ST NW Charlottesville VA,400,9TH ST NW,-78.49132457455411,38.03535604760614
300 6 1/2 ST Charlottesville VA,300,6 1/2 ST,-78.48672544185459,38.02160709568697
3300 DICK WOODS RD Charlottesville VA,3300,DICK WOODS RD,-78.6000177,38.03531359999999
300 E WATER ST Charlottesville VA,300,E WATER ST,-78.4802354464662,38.02980557994012
700 GILLESPIE AVE Charlottesville VA,700,GILLESPIE AVE,-78.465338,38.032855
1000 WEST MAIN STREET Charlottesville VA,1000,WEST MAIN STREET,-78.4952222,38.0323157
1400 14TH ST NW Charlottesville VA,1400,14TH ST NW,-78.4977858,38.0375221
100 HILTON DR Charlottesville VA,100,HILTON DR,-78.51064254732502,38.0139513537824
1100 MERIWEATHER ST Charlottesville VA,1100,MERIWEATHER ST,-78.46893589999999,38.0310327
400 12ST NW Charlottesville VA,400,12ST NW,-78.4953087,38.0377803
900 1ST ST Charlottesville VA,900,1ST ST,-78.4859223738114,38.023262018021335
2200 GREENBRIER DRIVE Charlottesville VA,2200,GREENBRIER DRIVE,-78.4699246,38.0620859
400 MCINTIRE RD Charlottesville VA,400,MCINTIRE RD,-78.48233004093713,38.0345707453854
1300 MONTICELLO AVE Charlottesville VA,1300,MONTICELLO AVE,-78.47453700000001,38.0191472
800 HENRY AVE Charlottesville VA,800,HENRY AVE,-78.4853333646154,38.03834711640757
700 1ST ST S Charlottesville VA,700,1ST ST S,-78.48360045954034,38.02656417907254
100 N BAKER ST Charlottesville VA,100,N BAKER ST,-78.50325567215104,38.025976312905655
600 6TH ST Charlottesville VA,600,6TH ST,-78.4801598,38.0258145
600 PRESTON PL Charlottesville VA,600,PRESTON PL,-78.49861612824876,38.04101311869909
100 11TH ST SW Charlottesville VA,100,11TH ST SW,-78.49610854361923,38.03314946745078
700 ELLIOTT AVENUE Charlottesville VA,700,ELLIOTT AVENUE,-78.48137249999999,38.0212709
2200 BARRACKS RD Charlottesville VA,2200,BARRACKS RD,-78.5015319,38.0552122
2200 FONTAINE AVE Charlottesville VA,2200,FONTAINE AVE,-78.51637161625855,38.02558729622538
1400 HAMPTON STREET Charlottesville VA,1400,HAMPTON STREET,-78.4691263,38.0192101
2000 MINOR RD Charlottesville VA,2000,MINOR RD,-78.51233501741433,38.039286561736525
400 15TH ST NW Charlottesville VA,400,15TH ST NW,-78.49903539063264,38.038249657951965
1500 EMMET ST N Charlottesville VA,1500,EMMET ST N,-78.4959432,38.0564396
1100 ELLIOTT AVE Charlottesville VA,1100,ELLIOTT AVE,-78.4750131,38.0181527
900 BING LN Charlottesville VA,900,BING LN,-78.50793691567704,38.02034976388946
1200 MARYWEATHER ST Charlottesville VA,1200,MARYWEATHER ST,-78.46766199999999,38.030306
200 LANKFORD AVE Charlottesville VA,200,LANKFORD AVE,-78.4886666111727,38.02233821671477
1400 BURGESS LN Charlottesville VA,1400,BURGESS LN,-78.46524563781516,38.02339594016764
100 E SOUTH ST Charlottesville VA,100,E SOUTH ST,-78.4819759029628,38.02963095246759
1600 N EMMET ST Charlottesville VA,1600,N EMMET ST,-78.49377499417264,38.058789585087354
1400 GRACE ST Charlottesville VA,1400,GRACE ST,-78.4648109066991,38.03444197944149
900 SOUTH 1ST ST Charlottesville VA,900,SOUTH 1ST ST,-78.4857298,38.0232651
1700 CONCORD AVE Charlottesville VA,1700,CONCORD AVE,-78.48608249824221,38.03993057485483
2100 EMMET ST Charlottesville VA,2100,EMMET ST,-78.4916396,38.0618557
700 FARISH ST Charlottesville VA,700,FARISH ST,-78.4739185,38.0343221
400 ROOSEVELT BROWN BLVD Charlottesville VA,400,ROOSEVELT BROWN BLVD,-78.49547369999999,38.0296046
700 PINE STREET Charlottesville VA,700,PINE STREET,-78.4953094,38.0271515
100 CHISHOLM PL Charlottesville VA,100,CHISHOLM PL,-78.46353189999999,38.0268001
0 AVON ST Charlottesville VA,0,AVON ST,-78.48063119999999,38.0223197
1400 SUNRISE PARK LN Charlottesville VA,1400,SUNRISE PARK LN,-78.693275,38.06307169999999
100 NORTHWOOD CIR Charlottesville VA,100,NORTHWOOD CIR,-78.47762423942143,38.036211116682594
2200 SHELBY DR Charlottesville VA,2200,SHELBY DR,-78.49404662793836,38.06197174931649
2200 N BERSHIRE RD Charlottesville VA,2200,N BERSHIRE RD,-78.4977444,38.0635005
500 W MAIN  ST Charlottesville VA,500,W MAIN  ST,-78.48789699999999,38.0307688
100 RIDGE ST (MIDWAY MANOR) Charlottesville VA,100,RIDGE ST (MIDWAY MANOR),-78.4846933,38.0298234
300 2ND ST NE Charlottesville VA,300,2ND ST NE,-78.48023407132307,38.032380081705995
800 BOLLING AVE Charlottesville VA,800,BOLLING AVE,-78.47800915575154,38.022341165972705
1200 WERTLAND AVE Charlottesville VA,1200,WERTLAND AVE,-78.49650000000001,38.0341704
800 E HARDY DR Charlottesville VA,800,E HARDY DR,-78.4902161,38.0334203
1000 CALHOUN ST Charlottesville VA,1000,CALHOUN ST,-78.46338539999999,38.0404398
700 ROSE HILL DR Charlottesville VA,700,ROSE HILL DR,-78.48770896232985,38.038032103289275
100 6TH ST NW Charlottesville VA,100,6TH ST NW,-78.48872258657882,38.0315471622677
300 GARRETT ST Charlottesville VA,300,GARRETT ST,-78.4810203,38.02821850000001
500 5TH ST S Charlottesville VA,500,5TH ST S,-78.4901185,38.0271279
500 NASSAU STREET Charlottesville VA,500,NASSAU STREET,-78.466064,38.02008
700 DELL LN Charlottesville VA,700,DELL LN,-78.4660615,38.0440458
900 ALTAVISTA AVE Charlottesville VA,900,ALTAVISTA AVE,-78.4787664981967,38.018959277112174
200 EMMET ST S Charlottesville VA,200,EMMET ST S,-78.5071207,38.0384715
100 OLD FIFTH CIR Charlottesville VA,100,OLD FIFTH CIR,-78.50046706923652,38.014917442095886
1400 HAZEL ST Charlottesville VA,1400,HAZEL ST,-78.4647762562664,38.03377604381386
500 STONEHENGE AVE Charlottesville VA,500,STONEHENGE AVE,-78.48594386791574,38.02060219450628
800 E JEFFERSON ST Charlottesville VA,800,E JEFFERSON ST,-78.47507880733409,38.03107351387658
600 MALCOLM CRES Charlottesville VA,600,MALCOLM CRES,-78.47395829999999,38.0345326
2500 PLATEAU AVE Charlottesville VA,2500,PLATEAU AVE,-78.5207344,38.0249647
800 RAYMOND RD Charlottesville VA,800,RAYMOND RD,-78.4931734,38.020289
400 E GARRETT ST Charlottesville VA,400,E GARRETT ST,-78.4803241,38.0279731
200 SEMINOLE SQUARE Charlottesville VA,200,SEMINOLE SQUARE,-78.4870529,38.0639899
100 HARTFORD CT Charlottesville VA,100,HARTFORD CT,-78.47211399999999,38.01876499999999
400 MEADE AVE Charlottesville VA,400,MEADE AVE,-78.4653346175278,38.02850869693143
1100 ROSEHILL DR Charlottesville VA,1100,ROSEHILL DR,-78.48403569999999,38.0416584
500 NASSAU ST Charlottesville VA,500,NASSAU ST,-78.46582941223481,38.020814850050584
100 SLATE PL Charlottesville VA,100,SLATE PL,-78.4975475,38.0154041
100 VILLAGE CT Charlottesville VA,100,VILLAGE CT,-78.50308934098574,38.01978392452802
400 13TH ST Charlottesville VA,400,13TH ST,-78.46641679999999,38.0292494
500 LEXINGTON AVE Charlottesville VA,500,LEXINGTON AVE,-78.47277824780262,38.032595631912265
600 SHAMROCK RD Charlottesville VA,600,SHAMROCK RD,-78.50532419651532,38.02257246031768
0 PARK ST Charlottesville VA,0,PARK ST,-78.47352479999999,38.0392782
2300 FONTIANE AVE Charlottesville VA,2300,FONTIANE AVE,-78.51666639999999,38.0258294
400 12TH NW Charlottesville VA,400,12TH NW,-78.4953087,38.0377803
0 SHAMROCK RD Charlottesville VA,0,SHAMROCK RD,-78.50671969999999,38.02409859999999
300 AZALEA DR Charlottesville VA,300,AZALEA DR,-78.51258039999999,38.0121146
300 W MARKET ST Charlottesville VA,300,W MARKET ST,-78.48324458417694,38.032658226287424
1800 EDGEWOOD LN Charlottesville VA,1800,EDGEWOOD LN,-78.4993628,38.0439936
0 RIDGE ST Charlottesville VA,0,RIDGE ST,-78.4899908,38.0242338
1100 E JEFFERSON ST Charlottesville VA,1100,E JEFFERSON ST,-78.47139299999999,38.0291642
200 COURT SQ Charlottesville VA,200,COURT SQ,-78.4771572,38.0309576
1100 5TH ST NW Charlottesville VA,1100,5TH ST NW,-78.497806,38.01713
1200 MONTICELLO AVE Charlottesville VA,1200,MONTICELLO AVE,-78.4746238242288,38.01872688281707
1600 BURNEY AVE Charlottesville VA,1600,BURNEY AVE,NA,NA
0 6TH ST SE Charlottesville VA,0,6TH ST SE,-78.48267129999999,38.02236990000001
6300 250 BYPASS Charlottesville VA,6300,250 BYPASS,-78.46987759999999,38.0392796
100 HARTMAN`S MILL Charlottesville VA,100,HARTMAN`S MILL,-78.48872999999999,38.018352
0 JEFFERSON PARK AVE Charlottesville VA,0,JEFFERSON PARK AVE,-78.49803336022231,38.032985568962566
2200 HILL ST Charlottesville VA,2200,HILL ST,-78.51145,38.025014
0 W MAIN ST Charlottesville VA,0,W MAIN ST,-78.48635399999999,38.030767
1300 EMMET ST Charlottesville VA,1300,EMMET ST,-78.4977105375122,38.0542468646314
800 RUGBY RD Charlottesville VA,800,RUGBY RD,-78.49755295900431,38.04382393309558
600 MARKET ST Charlottesville VA,600,MARKET ST,-78.47778111212116,38.02999795499446
400 2ND ST NE Charlottesville VA,400,2ND ST NE,-78.47991548900106,38.03249294168144
1300 LONG STREET Charlottesville VA,1300,LONG STREET,-78.46287559999999,38.0354386
900 ROUGEMONT AVE Charlottesville VA,900,ROUGEMONT AVE,-78.48114914610235,38.01513209258243
100 N 1ST ST Charlottesville VA,100,N 1ST ST,-78.481456,38.0308992
1100 GORDON AVE Charlottesville VA,1100,GORDON AVE,-78.4941014023168,38.03816812867984
1100 ST CHARLES CT Charlottesville VA,1100,ST CHARLES CT,-78.46127940000001,38.0433013
300 BERRING ST Charlottesville VA,300,BERRING ST,-78.49064455458866,38.02374958877748
900 ALBEMARLE ST Charlottesville VA,900,ALBEMARLE ST,-78.4845064,38.037675
500 17TH ST Charlottesville VA,500,17TH ST,-78.4999073,38.040391
800 HARRIS ST Charlottesville VA,800,HARRIS ST,-78.48391722512838,38.037305310375324
800 RIVES ST Charlottesville VA,800,RIVES ST,-78.46917729923408,38.018871699336756
600 E MARKET Charlottesville VA,600,E MARKET,-78.47745859999999,38.0304127
1100 OTTER ST Charlottesville VA,1100,OTTER ST,-78.46407554404615,38.0380950422699
500 ALDERMAN RD Charlottesville VA,500,ALDERMAN RD,-78.5149467,38.0376166
600 13TH ST NW Charlottesville VA,600,13TH ST NW,-78.49524269999999,38.0398022
300 2ND ST NW Charlottesville VA,300,2ND ST NW,-78.48135488759615,38.032986597266245
0 BARRACKS RD Charlottesville VA,0,BARRACKS RD,-78.51194149999999,38.0619272
2000 JEFFERSON PARK AVE Charlottesville VA,2000,JEFFERSON PARK AVE,-78.51321821386946,38.02712755404447
1500 WESTWOOD RD Charlottesville VA,1500,WESTWOOD RD,-78.48384759675164,38.04406672333756
600 ROSE HILL DR Charlottesville VA,600,ROSE HILL DR,-78.4882112,38.0373587
100 WILSON CT Charlottesville VA,100,WILSON CT,-78.4758696,38.0658483
2300 STADIUM RD Charlottesville VA,2300,STADIUM RD,-78.5183148,38.0285531
1800 EMMET ST N Charlottesville VA,1800,EMMET ST N,-78.49278355047518,38.0600602923653
1400 VIRGINIA AVE Charlottesville VA,1400,VIRGINIA AVE,-78.49726775479868,38.03816002166022
100 WALTER ST Charlottesville VA,100,WALTER ST,NA,NA
100 MAYWOOD LN Charlottesville VA,100,MAYWOOD LN,-78.50934470169143,38.02891083997632
2000 PINE TOP RD Charlottesville VA,2000,PINE TOP RD,-78.49352929999999,38.0532472
100 BUCKINGHAM RD Charlottesville VA,100,BUCKINGHAM RD,-78.49490843257824,38.04817676295488
100 LEWIS ST Charlottesville VA,100,LEWIS ST,-78.5164614,38.0259139
1600 MASON LN Charlottesville VA,1600,MASON LN,-78.4883735,38.04701319999999
700 6TJ ST SE Charlottesville VA,700,6TJ ST SE,-78.4807277,38.0250973
200 SPRUCE ST Charlottesville VA,200,SPRUCE ST,-78.4711806,38.025523
2300 DELLMEAD LN Charlottesville VA,2300,DELLMEAD LN,-78.4986538,38.0604271
600 CONCORD AVE Charlottesville VA,600,CONCORD AVE,-78.48329585393698,38.03718325678026
1400 6TH ST SE Charlottesville VA,1400,6TH ST SE,-78.4847491,38.0194964
1400 JEFFERSON PARK AVE Charlottesville VA,1400,JEFFERSON PARK AVE,-78.501907,38.0317859
0 CHARLOTTESVILLE HIGH SCHOOL Charlottesville VA,0,CHARLOTTESVILLE HIGH SCHOOL,-78.4761783,38.05240089999999
1600 JAMESTOWN DR Charlottesville VA,1600,JAMESTOWN DR,-78.4732804,38.0602177
200 MONTA VISTA  AVE Charlottesville VA,200,MONTA VISTA  AVE,-78.51379659999999,38.0162679
2100 JEFERSON PARK AVE Charlottesville VA,2100,JEFERSON PARK AVE,-78.513583,38.026023
100 FOREST ST Charlottesville VA,100,FOREST ST,-78.48521590000001,38.0851566
200 LITTLE GRAVES ST Charlottesville VA,200,LITTLE GRAVES ST,-78.4757486,38.027186
1500 ARNOLD DR Charlottesville VA,1500,ARNOLD DR,-78.75313510000001,37.9945544
300 10TH ST NE Charlottesville VA,300,10TH ST NE,-78.47235796355686,38.03037051001339
100 MORRIS RD Charlottesville VA,100,MORRIS RD,-78.522176,38.0238766
200 HILLCREST RD Charlottesville VA,200,HILLCREST RD,-78.47787737691152,38.041444766417065
300 4TH ST NE Charlottesville VA,300,4TH ST NE,-78.4784454613334,38.03140653695903
1300 CHESAPEAKE ST Charlottesville VA,1300,CHESAPEAKE ST,-78.4663645544675,38.02754884197776
700 RIVES STREET Charlottesville VA,700,RIVES STREET,-78.4685508,38.0199846
300 13TH ST NE Charlottesville VA,300,13TH ST NE,-78.467139,38.028107
100 MORTON DR Charlottesville VA,100,MORTON DR,-78.49554168309976,38.05544280264965
300 15TH ST MW Charlottesville VA,300,15TH ST MW,-78.49937249999999,38.03632109999999
900 STADIUM RD Charlottesville VA,900,STADIUM RD,-78.5098417,38.0319586
100 E JEFFERSON ST Charlottesville VA,100,E JEFFERSON ST,-78.48110167429934,38.03293652260872
1100 RUGBY RD Charlottesville VA,1100,RUGBY RD,-78.49356213127665,38.04644825288528
800 CONCORD AVE Charlottesville VA,800,CONCORD AVE,-78.48484296251725,38.03857984601723
1400 FOXBROOK LN Charlottesville VA,1400,FOXBROOK LN,-78.4763962,38.0548194
600 PPRESTON AVE Charlottesville VA,600,PPRESTON AVE,-78.48628819999999,38.0347049
600 MCINTIRE ROAD Charlottesville VA,600,MCINTIRE ROAD,-78.4791576,38.0366831
1300 GROVE RD Charlottesville VA,1300,GROVE RD,-78.4714937,38.0543618
1100 BLENHEIM AVE Charlottesville VA,1100,BLENHEIM AVE,-78.4740389,38.01994759999999
0 UNIVERSITY WY Charlottesville VA,0,UNIVERSITY WY,-78.5021374981138,38.041212736617155
700 SONOMA ST Charlottesville VA,700,SONOMA ST,-78.47299913455532,38.02150248910838
700 FOREST ST Charlottesville VA,700,FOREST ST,-78.48541126120156,38.03841991690021
300 11TH ST NW Charlottesville VA,300,11TH ST NW,-78.49523432625571,38.03549214986
200 CREAM ST Charlottesville VA,200,CREAM ST,-78.49037202851684,38.03256609883284
1400 PEN PARK LN` Charlottesville VA,1400,PEN PARK LN`,-78.4512772,38.0485168
1600 CENTER AVE Charlottesville VA,1600,CENTER AVE,-78.50724520826299,38.02529521773354
0 CITY OF CHARLOTTESVILLE Charlottesville VA,0,CITY OF CHARLOTTESVILLE,-78.4774144,38.0298943
400 6TH ST SE Charlottesville VA,400,6TH ST SE,-78.47854266333212,38.02784340057247
400 GARRETT STREET Charlottesville VA,400,GARRETT STREET,-78.4803241,38.0279731
1200 W MIAN ST Charlottesville VA,1200,W MIAN ST,-78.49667529999999,38.0326647
900 HEMLOCK LN Charlottesville VA,900,HEMLOCK LN,-78.49378779999999,38.0439856
400 FRANKLIN ST Charlottesville VA,400,FRANKLIN ST,-78.4655047,38.0192701
100 RUGBY RD Charlottesville VA,100,RUGBY RD,-78.50098809924096,38.04077732426884
500 2ND ST NE Charlottesville VA,500,2ND ST NE,-78.47877122136568,38.034049372310506
1500 AMHERST ST Charlottesville VA,1500,AMHERST ST,-78.48351350841693,38.042839597187324
200 8TH ST NE Charlottesville VA,200,8TH ST NE,-78.4760601,38.0299335
1400 SUNRISE PARK LANE Charlottesville VA,1400,SUNRISE PARK LANE,-78.693275,38.06307169999999
600 KELLY AVE Charlottesville VA,600,KELLY AVE,-78.4728129,38.0343275
700 AVON ST Charlottesville VA,700,AVON ST,-78.4796060700668,38.02452720088897
1700 ALLIED LN Charlottesville VA,1700,ALLIED LN,-78.47752299999999,38.0411731
600 71/2 ST SW Charlottesville VA,600,71/2 ST SW,-78.48225375052662,38.03087814309092
0 14TH ST NW Charlottesville VA,0,14TH ST NW,-78.4977858,38.0375221
900 CARLTON AVE Charlottesville VA,900,CARLTON AVE,-78.47444899999999,38.0243467
900 PAOLI ST Charlottesville VA,900,PAOLI ST,-78.491732660077,38.03510165135743
NA W MAIN ST Charlottesville VA,NA,W MAIN ST,-88.34201360000002,42.1034138
1000 ROUGEMONT AVE Charlottesville VA,1000,ROUGEMONT AVE,-78.48024246841183,38.01443236684239
700 MAPLE ST Charlottesville VA,700,MAPLE ST,-78.47538367965959,38.03293875163409
2500 WOODLAND DR Charlottesville VA,2500,WOODLAND DR,-78.5126258,38.020246
800 CHARLTON AVE Charlottesville VA,800,CHARLTON AVE,-78.48582719174954,38.03757004503158
400 COMMERCE ST Charlottesville VA,400,COMMERCE ST,-78.48634644620044,38.0310981634618
1300 GROVE ST Charlottesville VA,1300,GROVE ST,-78.50242260057551,38.0285460142288
500 BAINBRIDGE ST Charlottesville VA,500,BAINBRIDGE ST,-78.4725131,38.0232746
400 ALTAMONT ST Charlottesville VA,400,ALTAMONT ST,-78.48261221180333,38.03401498832847
0 HYDRUALIC RD Charlottesville VA,0,HYDRUALIC RD,-78.497447,38.0686165
200 GARRET ST Charlottesville VA,200,GARRET ST,-78.48252710000001,38.02819880000001
300 EMMET ST N Charlottesville VA,300,EMMET ST N,-78.50569731051954,38.041460465179064
400 E. MAIN ST Charlottesville VA,400,E. MAIN ST,-78.4792629,38.0297846
1500 ROSA TERRACE Charlottesville VA,1500,ROSA TERRACE,-78.48585549701811,38.01998007794552
200 WATER ST LOT Charlottesville VA,200,WATER ST LOT,-78.4828706,38.0302046
400 JONES ST Charlottesville VA,400,JONES ST,-78.4987634,38.0287677
1600 GROVE RD Charlottesville VA,1600,GROVE RD,-78.4807775,38.05479920000001
1400 RUGBY AVE Charlottesville VA,1400,RUGBY AVE,-78.48055583736227,38.04468158662596
100 BURNET ST Charlottesville VA,100,BURNET ST,-78.48747023877478,38.025290416235805
100 BROOKWOOD DR Charlottesville VA,100,BROOKWOOD DR,-78.4960116551679,38.01913942555288
100 EAST MAIN ST. Charlottesville VA,100,EAST MAIN ST.,-78.481559,38.030425
400 MERIDIAN ST Charlottesville VA,400,MERIDIAN ST,-78.47487389999999,38.0243604
400 GARRETT ST N Charlottesville VA,400,GARRETT ST N,-78.48078799999999,38.026989
100 CHANCELLOR CT Charlottesville VA,100,CHANCELLOR CT,-78.5014644,38.0359935
100 W HIGH ST Charlottesville VA,100,W HIGH ST,-78.4807376,38.0328909
1300 GRADY AVE Charlottesville VA,1300,GRADY AVE,-78.4949916473095,38.03965693206891
100 MONTPILLIER AVE Charlottesville VA,100,MONTPILLIER AVE,-78.5180391,38.0259063
900 DRUID AVE Charlottesville VA,900,DRUID AVE,-78.4793368,38.0179776
900 RIVER ST Charlottesville VA,900,RIVER ST,-78.45811789999999,38.0363264
1500 CARLTON AVE LOT 43 Charlottesville VA,1500,CARLTON AVE LOT 43,-78.46450999999999,38.020727
200 WEST MARKET ST Charlottesville VA,200,WEST MARKET ST,-78.4819961,38.03179240000001
500 AVON ST Charlottesville VA,500,AVON ST,-78.47823780484336,38.02620943217737
700 STADIUM RD Charlottesville VA,700,STADIUM RD,-78.5097838,38.0320133
1200 POPLAR ST Charlottesville VA,1200,POPLAR ST,-78.467795,38.0330379
1300 MOUNTAIN VIEW ST Charlottesville VA,1300,MOUNTAIN VIEW ST,-78.47358419999999,38.0143722
300 KENT RD Charlottesville VA,300,KENT RD,-78.51524373639462,38.04086408493157
